1.834000;50.136000;273.950000
3.097500;50.570000;274.450000
-1.939833;49.725167;277.650000
-0.456167;49.180000;272.550000
1.181667;49.383000;272.950000
4.155333;49.209667;272.150000
-4.412000;48.444167;279.350000
-3.473167;48.825833;277.750000
-1.734000;48.068833;275.350000
0.110167;48.445500;273.650000
2.384333;48.716833;274.150000
4.020000;48.324667;273.450000
5.959833;48.581000;271.150000
7.640333;48.549500;270.750000
-3.218333;47.294333;279.150000
-1.608833;47.150000;277.150000
0.727333;47.444500;274.850000
2.359833;47.059167;275.650000
5.088333;47.267833;274.950000
7.510000;47.614333;272.550000
-1.411500;46.046833;281.550000
0.314333;46.593833;277.350000
1.175000;45.861167;279.350000
3.149333;45.786833;281.950000
3.764000;45.074500;278.050000
5.077833;45.726500;278.550000
-0.691333;44.830667;284.150000
1.396667;44.745000;282.350000
3.019500;44.118500;275.350000
4.733000;44.581167;281.150000
6.502333;44.565667;276.950000
-0.500167;43.909833;283.750000
0.000000;43.188000;282.350000
1.106833;43.005333;283.050000
1.378833;43.621000;284.650000
3.963167;43.577000;281.150000
5.216000;43.437667;282.850000
5.940833;43.079333;282.150000
7.209000;43.648833;281.850000
2.872833;42.737167;283.550000
